X	Y	REGION	PROVINCE	DEO	ROAD_NAME	BRIDGE_ID	BR_NAME	BR_LENGTH	BR_TYPE1	YR_CONST	ACTUAL_YR	BR_WIDTH	LOAD_LIMIT	HT_OVER	HT_UNDER	L_SDWALK	R_SDWALK	NUM_LANES	CROSSING	BRGY	MUN	ROAD_SEC_CLASS	ROUTE_NO	MaxBRHT	MaxPierHT
120.915677248619	13.9112075305296	Region Ⅳ-A	Batangas	Batangas 3rd District Engineering Office	Talisay - Laurel - Agoncillo Road	B04639LZ	Santa Cruz Bridge	26	reinforced_concrete	Year Known	2016	16.37				0.88	0.86	4	River	Santa Cruz	Agoncillo	Tertiary		3.89	
121.179833604413	13.7411667546515	Region Ⅳ-A	Batangas	Batangas 4th District Engineering Office	Batangas - Lobo Road	B04539LZ	Doña Alicia Bridge	20	reinforced_concrete	Year Known	1968	8.42	15			0.85	0.82	2	River	Mapulo	Taysan	Secondary	438	12.15	
121.068468701639	13.7504092096576	Region Ⅳ-A	Batangas	Batangas 2nd District Engineering Office	Batangas - Tabangao - Lobo Road	B03036LZ	Libjo Bridge	20	reinforced_concrete	Year Known	2001	9.55	20			1.1	1.1	2		Libjo	Batangas City	Secondary	439	6.59	
121.075440558153	13.8030345623057	Region Ⅳ-A	Batangas	Batangas 2nd District Engineering Office	Manila - Batangas Road	B02918LZ	Balagtas Bridge	22	steel	Year Known	1950	9.62	20			1.15	1.15	2		Balagtas	Batangas City	Primary	4	17.3	
121.020437968448	14.0926795932626	Region Ⅳ-A	Batangas	Batangas 3rd District Engineering Office	Tanauan - Talisay - Tagaytay Road	B03160LZ	Banga Bridge № 1	22	steel	Year Known	1969	8.8	15			0.7	0.7	2	River	Banga	Talisay	Secondary	421	5.94	
121.165653478102	13.9422736822091	Region Ⅳ-A	Batangas	Batangas 4th District Engineering Office	Manila - Batangas Poblacion Road	B00109LZ	Sabang Bridge	16	steel	Year Known	2008	10.15	15			1.24	1.23	2	River	Sabang	Lipa	Secondary	431	15.15	
120.814110994963	13.9267864613799	Region Ⅳ-A	Batangas	Batangas 1st District Engineering Office	Palico - Balayan - Batangas Road	B00044LZ	Calaca Bridge	57	reinforced_concrete	Year Known	1970	9.86	15			1	1.1	2	River	Camastilisan	Calaca	Secondary	436	7.6	6.57
120.963065731024	13.7736788687901	Region Ⅳ-A	Batangas	Batangas 2nd District Engineering Office	Bauan - Mabini Road	B02925LZ	San Pedro Bridge	22	reinforced_concrete	Year Known	1980	9.62	15			1.08	1.08	2		San Pedro	Bauan	Tertiary		5.07	
121.126023775854	13.6336673205278	Region Ⅳ-A	Batangas	Batangas 2nd District Engineering Office	Batangas - Tabangao - Lobo Road	B04421LZ	Pulot Aplaya Bridge	13	reinforced_concrete	Year Known	2008	9.6	20			1.12	1.12	2		Pulot Aplaya	Batangas City	Secondary	439	4.2	
120.912211387635	13.8965036195029	Region Ⅳ-A	Batangas	Batangas 1st District Engineering Office	Lemery - Taal Diversion Road	B04714LZ	Laguile Bridge	36	reinforced_concrete	Post 1970	1982	18.71	15			1.1	1.1	4	River	Laguile	Lemery;Taal	Tertiary		4.8	3.75
121.140002751433	14.1213384061733	Region Ⅳ-A	Batangas	Batangas 3rd District Engineering Office	Daang Maharlika	B04640LZ	Santiago Bridge № 2	15	reinforced_concrete	Year Known	1992	9.3						2		Santiago	Santo Tomas	Primary	1	3.5	
121.183198172836	13.8367475603383	Region Ⅳ-A	Batangas	Batangas 4th District Engineering Office	Batangas - Quezon Road	B04534LZ	Paninsingin Bridge	24	reinforced_concrete	Year Known	2016	17						4		Masaya	Rosario	Secondary	435	6	
120.937560427828	13.8814411096201	Region Ⅳ-A	Batangas	Batangas 1st District Engineering Office	Palico - Balayan - Batangas Road	B01327LZ	Balisong Bridge	5	reinforced_concrete	Year Known	1975	9.55	15			1.05	1.05	2	River	Balisong	Taal	Secondary	436	13.2	
121.212909402141	13.7112019597503	Region Ⅳ-A	Batangas	Batangas 2nd District Engineering Office	Batangas - Lobo Road	B03031LZ	Yama Bridge	14	reinforced_concrete	Year Known	1968	8.3				0.45	0.45	2		Malapad Na Parang	Lobo	Secondary	438	6.27	2.5
